idFilm;Year;Title;Subject;Actor;Actress;Director;Popularity;Awards;Image;Length
1143;1991;Last Time I Saw Paris, The;Drama;Johnson, Van;Taylor, Elizabeth;;13;No;elizabethTaylor.png;117
1144;1931;Cimarron;Western;Dix, Richard;Taylor, Estelle;Ruggles, Wesley;44;Yes;NicholasCage.png;125
1145;1992;Apache Woman;Western;Bridges, Lloyd;Taylor, Joan;Corman, Roger;32;No;NicholasCage.png;83
1146;1984;Gary Numan - Berzerker;Music;Webb, John;Taylor, Karen;;60;No;NicholasCage.png;
1147;1988;Mystic Pizza;Comedy;Moses, William;Taylor, Lili;Petrie, Donald;74;No;NicholasCage.png;101
1148;1991;Dogfight;Action;Phoenix, River;Taylor, Lili;Savoca, Nancy;66;No;NicholasCage.png;95
1149;1935;Adventures of Rex & Rinty, The;Western;Rex the Wonder Horse;Taylor, Norma;Beebe, Ford;87;No;NicholasCage.png;234
1150;1988;Daphnis & Chloe;Music;Morrow, Carl;Taylor, Victoria;Wimhurst, Jolyon;85;No;NicholasCage.png;60
1151;1980;Marathon;Comedy;Newhart, Bob;Taylor-Young, Leigh;Cooper, Jackie;76;No;NicholasCage.png;97
1152;1948;Fort Apache;Western;Fonda, Henry;Temple, Shirley;Ford, John;4;No;johnFord.png;127
1153;1937;Wee Willie Winkie;Drama;Romero, Cesar;Temple, Shirley;Ford, John;78;No;johnFord.png;100
1154;1987;Big Shots;Action;Busker, Ricky;Thayer, Brynn;Mandel, Robert;5;No;NicholasCage.png;91
1155;1988;Doin' Time on Planet Earth;Comedy;Strouse, Nocholas;Thompson, Andrea;Matthau, Charles;44;Yes;NicholasCage.png;85
1156;1983;All the Right Moves;Drama;Cruise, Tom;Thompson, Lea;Chapman, Michael;65;No;NicholasCage.png;91
1157;1987;Some Kind of Wonderful;Drama;Stoltz, Eric;Thompson, Lea;Deutch, Howard;16;No;NicholasCage.png;93
1158;1990;All New Tales from the Crypt, A Trilogy;Horror;Walsh, M. Emmet;Thompson, Lea;Deutch, Howard;33;No;NicholasCage.png;87
1159;1985;Back to the Future;Comedy;Fox, Michael J.;Thompson, Lea;Zemeckis, Robert;9;No;NicholasCage.png;116
1160;1963;Winter Light;Drama;Bj�rnstrand, Gunnar;Thulin, Ingrid;Bergman, Ingmar;2;No;Bergman.png;80
1161;1963;Silence, The;Drama;Malmsten, Birger;Thulin, Ingrid;Bergman, Ingmar;79;No;Bergman.png;95
1162;1959;Magician, The;Drama;Sydow, Max von;Thulin, Ingrid;Bergman, Ingmar;3;No;Bergman.png;100
1163;1961;Four Horsemen of the Apocalypse, The;Drama;Ford, Glenn;Thulin, Ingrid;Minnelli, Vincente;71;No;glennFord.png;154
1164;1986;Critical Condition;Comedy;Pryor, Richard;Ticotin, Rachel;Apted, Michael;41;No;NicholasCage.png;99
1165;1989;Center of the Web;Mystery;Curtis, Tony;Tilton, Charlene;;42;No;NicholasCage.png;88
1166;1990;Border Shootout;Action;Ford, Glenn;Tilton, Charlene;;7;No;glennFord.png;110
1167;1989;Lean on Me;Drama;Freeman, Morgan;Todd, Beverly;Avildsen, John G.;51;No;NicholasCage.png;109
1168;1986;On Wings of Eagles;Drama;Lancaster, Burt;Towers, Constance;McLaglen, Andrew V.;53;No;burtLancaster.png;221
1169;1941;Texas;Western;Holden, William;Trevor, Claire;Marshall, George;79;No;NicholasCage.png;94
1170;1939;Allegheny Uprising;Drama;Wayne, John;Trevor, Claire;Seiter, William A.;53;No;johnWayne.png;80
1171;1940;Dark Command;Western;Wayne, John;Trevor, Claire;Walsh, Raoul;52;No;johnWayne.png;95
1172;1986;Peggy Sue Got Married;Drama;Cage, Nicolas;Turner, Kathleen;Coppola, Francis Ford;62;No;NicholasCage.png;103
1173;1989;Dear America, Letters Home from Vietnam;War;De Niro, Robert;Turner, Kathleen;Couturie, Bill;57;No;NicholasCage.png;84
1174;1985;Prizzi's Honor;Comedy;Nicholson, Jack;Turner, Kathleen;Huston, John;25;Yes;JackNicholson.png;130
1175;1983;Man with Two Brains, The;Comedy;Martin, Steve;Turner, Kathleen;Reiner, Carl;68;No;NicholasCage.png;90
1176;1984;Crimes of Passion;Drama;Perkins, Anthony;Turner, Kathleen;Russell, Ken;4;No;NicholasCage.png;101
1177;1985;Jewel of the Nile, The;Action;Douglas, Michael;Turner, Kathleen;Teague, Lewis;68;No;NicholasCage.png;106
1178;1984;Romancing the Stone;Action;Douglas, Michael;Turner, Kathleen;Zemeckis, Robert ;83;No;NicholasCage.png;106
1179;1988;Accidental Tourist, The;Comedy;Hurt, William;Turner, Kathleen;;56;Yes;NicholasCage.png;121
1180;1955;Sea Chase, The;War;Wayne, John;Turner, Lana;Farrow, John;4;No;johnWayne.png;117
1181;1958;Another Time, Another Place;Drama;Connery, Sean;Turner, Lana;;4;No;seanConnery.png;98
1182;1988;Cannibal Women in the Avocado Jungle of Death;Comedy;Primus, Barry;Tweed, Shannon;Lawton, J.F.;56;No;NicholasCage.png;90
1183;1986;Mr Love.;Comedy;Jackson, Barry;Tyzack, Margaret;Battersby, Roy;10;No;NicholasCage.png;91
1184;1968;2001: A Space Odyssey;Science Fiction;Dullea, Keir;Tyzack, Margaret;Kubrick, Stanley;83;No;NicholasCage.png;139
1185;1966;Persona;Drama;Bj�rnstrand, Gunnar;Ullman, Liv;Bergman, Ingmar;81;Yes;Bergman.png;81
1186;1973;Scenes from a Marriage;Drama;Josephson, Erland;Ullman, Liv;Bergman, Ingmar;3;Yes;Bergman.png;
1187;1968;Hour of the Wolf;Drama;Sydow, Max von;Ullman, Liv;Bergman, Ingmar;37;No;Bergman.png;88
1188;1969;Passion of Anna, The;Drama;Sydow, Max von;Ullman, Liv;Bergman, Ingmar;6;No;Bergman.png;101
1189;1984;Dangerous Moves;Drama;Caron, Leslie;Ullman, Liv;Dembo, Richard;7;Yes;NicholasCage.png;96
1190;1957;Sayonara;Drama;Brando, Marlon;Umeki, Miyoshi;Logan, Joshua;19;Yes;brando.png;147
1191;1968;Where Eagles Dare;War;Burton, Richard;Ure, Mary;Hulton, Brian G.;57;No;NicholasCage.png;158
1192;1985;Teen Wolf;Drama;Fox, Michael J.;Ursitti, Susan;Daniel, Rod;58;No;NicholasCage.png;95
1193;1990;Amazon;Action;Davi, Robert;Vaananen, Kari;Kaurism�ki, Mika;30;No;NicholasCage.png;88
1194;1973;Paper Chase, The;Drama;Bottoms, Timothy;Wagner, Lindsay;Bridges, James;7;Yes;NicholasCage.png;
1195;1959;Virgin Spring, The;Drama;Sydow, Max von;Valberg, Brigitta;Bergman, Ingmar;8;Yes;Bergman.png;88
1196;1970;Spider's Stratagem;Drama;Brogi, Giulio;Valli, Alida;Bertolucci, Bernardo;45;No;NicholasCage.png;97
1197;1971;Play Misty for Me;Mystery;Eastwood, Clint;Walter, Jessica;Eastwood, Clint;47;No;clintEastwood.png;102
1198;1981;Going Ape;Comedy;Danza, Tony;Walter, Jessica;Kronsberg, Jeremy Joe;65;No;NicholasCage.png;88
1199;1967;Cool Hand Luke;Drama;Newman, Paul;Van Fleet, Jo;Rosenberg, Stuart;49;Yes;paulNewman.png;127
1200;1988;Phantom of the Ritz;Horror;Bergman, Peter;Van Valkenburgh, Deborah;Plone, Allen;85;No;NicholasCage.png;89
1201;1990;Crash & Burn;Science Fiction;Ganus, Paul;Ward, Megan;Band, Charles;75;No;NicholasCage.png;85
1202;1991;After Dark My Sweet;Mystery;Patric, Jason;Ward, Rachel;Foley, James;33;No;NicholasCage.png;114
1203;1992;Christopher Columbus: The Discovery;Adventure;Brando, Marlon;Ward, Rachel;Glen, John;39;No;NicholasCage.png;121
1204;1986;Young Sherlock Holmes;Mystery;Rowe, Nicholas;Ward, Sophie;Levinson, Barry;16;No;NicholasCage.png;109
1205;1991;Doc Hollywood;Comedy;Fox, Michael J.;Warner, Julie;Caton-Jones, Michael;64;No;NicholasCage.png;104
1206;1988;Baja Oklahoma;Comedy;Coyote, Peter;Warren, Lesley Ann;Roth, Bobby;71;No;NicholasCage.png;96
1207;1986;Aliens;Science Fiction;Biehn, Michael;Weaver, Sigourney;Cameron, James;82;No;weaver.png;137
1208;1992;Alien Three;Science Fiction;Dutton, Charles;Weaver, Sigourney;Fincher, David;59;No;weaver.png;115
1209;1997;Alien: resurrection;Science Fiction;Perlman, Ron;Weaver, Sigourney;Jeunet, Jean-Pierre;60;No;weaver.png;109
1210;1979;Alien;Science Fiction;Skerritt, Tom;Weaver, Sigourney;Scott, Ridley;83;No;weaver.png;117
1211;1985;One Woman or Two;Comedy;Depardieu, G�rard;Weaver, Sigourney;Vigne, Daniel;64;No;weaver.png;97
1212;1984;Soggy Bottom U. S. A.;Comedy;Johnson, Ben;Wedgeworth, Ann;Flicker, Theodore J.;50;No;NicholasCage.png;96
1213;1973;Bang the Drum Slowly;Drama;Moriarty, Michael;Wedgeworth, Ann;Hancock, John D.;73;No;NicholasCage.png;96
1214;1974;Catamount Killing, The;Action;Buchholz, Horst;Wedgeworth, Ann;Zanussi, Krzystoff;84;No;NicholasCage.png;82
1215;1972;Fuzz;Action;Reynolds, Burt;Welch, Raquel;Colla, Richard A.;37;No;NicholasCage.png;92
1216;1966;Shoot Loud, Louder, I Don't Understand!;Mystery;Mastroianni, Marcello;Welch, Raquel;De Filippo, Eduardo;70;No;NicholasCage.png;101
1217;1967;Bedazzled;Comedy;Cook, Peter;Welch, Raquel;Donen, Stanley;67;No;NicholasCage.png;107
1218;1977;Prince & the Pauper, The;Action;Reed, Oliver;Welch, Raquel;Fleischer, Richard;86;No;NicholasCage.png;120
1219;1969;One Hundred Rifles;Western;Reynolds, Burt;Welch, Raquel;Gries, Tom;48;No;NicholasCage.png;110
1220;1975;Wild Party, The;Drama;Dukes, David;Welch, Raquel;Ivory, James;75;No;NicholasCage.png;90
1221;1968;Bandolero!;Western;Stewart, James;Welch, Raquel;McLaglen, Andrew V.;9;No;NicholasCage.png;106
1222;1973;Last of Sheila, The;Mystery;Coburn, James;Welch, Raquel;Ross, Herbert;39;No;NicholasCage.png;119
1223;1972;Hannie Caulder;Drama;Borgnine, Ernest;Welch, Raquel;;9;No;NicholasCage.png;87
1224;1990;Sounds of the Seventies...& the Beat Goes;Music;Jones, Tom;Welch, Raquel;;13;No;NicholasCage.png;
1225;1988;Bird;Drama;Whitaker, Forest;Venora, Diane;Eastwood, Clint;24;No;NicholasCage.png;161
1226;1955;Meet Millie;Drama;Halop, Florence;Verdugo, Elena;;82;No;NicholasCage.png;60
1227;1987;Hell Comes to Frogtown;Science Fiction;LeFlore, Julius;Verrell, Cec;Jackson, Donald G;74;No;NicholasCage.png;88
1228;1966;Fortune Cookie, The;Comedy;Lemmon, Jack;West, Judi;Wilder, Billy;3;Yes;NicholasCage.png;126
1229;1990;Sun Shines Bright, The;Action;Winninger, Charles;Whelan, Arleen;Ford, John;46;No;johnFord.png;92
1230;1987;Squeeze, The;Action;Keach, Stacy;White, Carol;Apted, Michael;23;No;NicholasCage.png;106
1231;1970;Start the Revolution Without Me;Comedy;Wilder, Gene;Whitelaw, Billie;Yorkin, Bud;62;No;NicholasCage.png;91
1232;1989;Major League;Comedy;Sheen, Charlie;Whitton, Margaret;Ward, David S.;64;No;NicholasCage.png;107
1233;1990;Bright Lights, Big City;Drama;Fox, Michael J.;Wiest, Dianne;Bridges, James;30;No;NicholasCage.png;108
1234;1987;Lost Boys, The;Horror;Patric, Jason;Wiest, Dianne;Schumacher, Joel;67;No;NicholasCage.png;97
1235;1989;Cookie;Comedy;Falk, Peter;Wiest, Dianne;Seidelman, Susan;43;No;NicholasCage.png;93
1236;1974;Conversation, The;Drama;Hackman, Gene;Williams, Cindy;Coppola, Francis Ford;59;Yes;NicholasCage.png;114
1237;1973;American Graffiti;Comedy;Dreyfuss, Richard;Williams, Cindy;Lucas, George;39;Yes;NicholasCage.png;112
1238;1953;Dangerous When Wet;Music;Lamas, Fernando;Williams, Esther;Walters, Charles;67;No;NicholasCage.png;96
1239;1980;Stir Crazy;Comedy;Pryor, Richard;Williams, JoBeth;Poitier, Sidney;40;No;NicholasCage.png;111
1240;1989;Young Einstein;Comedy;Serious, Yahoo;Wilson, Pee-Wee;Serious, Yahoo;47;No;NicholasCage.png;91
1241;1956;Killing, The;Drama;Hayden, Sterling;Windsor, Marie;Kubrick, Stanley;51;No;NicholasCage.png;83
1242;1973;Cahill, United States Marshal;Western;Wayne, John;Windsor, Marie;McLaglen, Andrew V.;12;No;johnWayne.png;102
1243;1989;Savage Intruder, The;Horror;Garfield, John David;Wing, Virginia;Wolfe, Donald;24;No;NicholasCage.png;90
1244;1992;Sheltering Sky, The;Drama;Malkovich, John;Winger, Debra;Bertolucci, Bernardo;64;No;NicholasCage.png;139
1245;1982;An Officer & a Gentleman;Drama;Gere, Richard;Winger, Debra;Hackford, Taylor;1;Yes;NicholasCage.png;125
1246;1987;Black Widow;Mystery;Hopper, Dennis;Winger, Debra;Rafelson, Bob;54;No;NicholasCage.png;101
1247;1986;Legal Eagles;Comedy;Redford, Robert;Winger, Debra;Reitman, Ivan;39;No;NicholasCage.png;116
1248;1970;Bloody Mama;Action;Stroud, Don;Winters, Shelley;Corman, Roger;17;No;NicholasCage.png;90
1249;1965;A Patch of Blue;Drama;Poitier, Sidney;Winters, Shelley;Green, Guy;51;No;NicholasCage.png;106
1250;1955;I Died a Thousand Times;Drama;Palance, Jack;Winters, Shelley;Heisler, Stuart;23;No;NicholasCage.png;109
1251;1977;Tentacles;Horror;Huston, John;Winters, Shelley;Hellman, Oliver;62;No;NicholasCage.png;90
1252;1968;Scalphunters, The;Western;Lancaster, Burt;Winters, Shelley;Pollack, Sydney;33;No;burtLancaster.png;100
1253;1992;A Day in October;Drama;Sweeney, D. B.;Wolf, Kelly;Madsen, Kenneth;76;No;NicholasCage.png;96
1254;1964;A Fistful of Dollars;Westerns;Eastwood, Clint;Volonte, Gian Maria;Leone, Sergio;61;No;clintEastwood.png;102
1255;1985;My Science Project;Comedy;Stockwell, John;Von Zerneck, Danielle;Betnel, Jonathan;84;No;NicholasCage.png;94
1256;1991;Great Race, The;Comedy;Moore, Dudley;Wood, Natalie;Edwards, Blake;88;No;NicholasCage.png;160
1257;1956;Searchers, The;Western;Wayne, John;Wood, Natalie;Ford, John;9;No;johnWayne.png;119
1258;1979;Meteor;Action;Connery, Sean;Wood, Natalie;Neame, Ronald;5;No;seanConnery.png;105
1259;1955;Rebel Without a Cause;Drama;Dean, James;Wood, Natalie;Ray, Nicholas;82;No;NicholasCage.png;111
1260;1961;West Side Story;Music;Beymer, Richard;Wood, Natalie;Wise, Robert;38;Yes;NicholasCage.png;153
1261;1970;Trash;Comedy;Dallesandro, Joe;Woodlawn, Holly;Morrissey, Paul;68;No;NicholasCage.png;110
1262;1966;A Big Hand for the Little Lady;Comedy;Fonda, Henry;Woodward, Joanne;Cook, Fielder;12;No;NicholasCage.png;95
1263;1966;A Fine Madness;Comedy;Connery, Sean;Woodward, Joanne;Kershner, Irvin;6;No;seanConnery.png;104
1264;1987;Glass Menagerie, The;Drama;Malkovich, John;Woodward, Joanne;Newman, Paul;68;No;NicholasCage.png;134
1265;1989;Harry & Son;Drama;Newman, Paul;Woodward, Joanne;Newman, Paul;57;No;paulNewman.png;117
1266;1968;Rachel, Rachel;Drama;Olson, James;Woodward, Joanne;Newman, Paul;32;No;NicholasCage.png;102
1267;1961;Paris Blues;Drama;Newman, Paul;Woodward, Joanne;Ritt, Martin;54;No;paulNewman.png;98
1268;1960;Fugitive Kind, The;Drama;Brando, Marlon;Woodward, Joanne;;3;No;brando.png;135
1269;1993;Mr. & Mrs. Bridge;Drama;Newman, Paul;Woodward, Joanne;;29;No;paulNewman.png;
1270;1991;State of Grace;Drama;Penn, Sean;Wright, Robin;Joanou, Phil;49;No;NicholasCage.png;144
1271;1943;Shadow of a Doubt;Drama;Cotten, Joseph;Wright, Teresa;Hitchcock, Alfred;32;No;alfredHitchcock.png;108
1272;1950;Men, The;Drama;Brando, Marlon;Wright, Teresa;Zinnemann, Fred;27;No;brando.png;85
1273;1950;Stage Fright;Mystery;Wilding, Michael;Wyman, Jane;Hitchcock, Alfred;72;No;alfredHitchcock.png;110
1274;1947;Magic Town;Drama;Stewart, James;Wyman, Jane;Wellman, William;4;No;NicholasCage.png;103
1275;1975;That Lucky Touch;Action;Moore, Roger;York, Susannah;Miles, Christopher;85;No;NicholasCage.png;93
1276;1949;Lust for Gold;Drama;Ford, Glenn;Young, Gig;Simon, S. Sylvan;57;No;glennFord.png;90
1277;1987;Heat;Mystery;Reynolds, Burt;Young, Karen;Jameson, Jerry;69;No;NicholasCage.png;103
1278;1993;Employee's Entrance;Drama;William, Warren;Young, Loretta;;0;No;NicholasCage.png;75
1279;1947;Night Is My Future;Drama;Malmsten, Birger;Zetterling, Mai;Bergman, Ingmar;17;No;Bergman.png;87
1280;1990;Witches, The;Science Fiction;Fisher, Jasen;Zetterling, Mai;Roeg, Nicolas;18;No;NicholasCage.png;92
1281;1953;Vera Cruz;Action;Cooper, Gary;;Aldrich, Robert;71;No;NicholasCage.png;94
1282;1954;Apache;Western;Lancaster, Burt;;Aldrich, Robert;78;No;burtLancaster.png;91
1283;1977;Twilight's Last Gleaming;Drama;Lancaster, Burt;;Aldrich, Robert;84;No;burtLancaster.png;146
1284;1979;Frisco Kid, The;Comedy;Wilder, Gene;;Aldrich, Robert;10;No;NicholasCage.png;119
1285;1954;Bank on the Stars;Drama;Paar, Jack;;Allen, Craig;;No;NicholasCage.png;30
1286;1987;Law of Desire;Drama;Maura, Carmen;;Almod�var, Pedro;73;No;NicholasCage.png;100
1287;1966;Quiller Memorandum, The;Mystery;Segal, George;;Anderson, Michael;34;No;NicholasCage.png;103
1288;1962;Longest Day, The;War;Wayne, John;;Annakin, Ken;7;No;johnWayne.png;183
1289;1986;Name of the Rose, The;Drama;Connery, Sean;;Annaud, Jean-Jacques;8;No;seanConnery.png;128
1290;1988;Bloodsport;Action;Van Damme, Jean-Claude;;Arnold, Newt;78;No;NicholasCage.png;92
1291;1986;Torment;Horror;Gilbert, Taylor;;Aslanian, Samson;8;No;NicholasCage.png;85
1292;1988;Pelle the Conqueror;Drama;Sydow, Max von;;August, Bille;14;Yes;NicholasCage.png;138
1293;1981;Taps;Drama;Hutton, Timothy;;Becker, Harold;84;No;NicholasCage.png;118
1294;1991;Freshman, The;Comedy;Brando, Marlon;;Bergman, Andrew;32;No;brando.png;102
1295;1987;Last Emperor, The;Drama;Lone, John;;Bertolucci, Bernardo;1;Yes;NicholasCage.png;164
1296;1962;Grim Reaper, The;Drama;Rulu, Francesco;;Bertolucci, Bernardo;35;No;NicholasCage.png;100
1297;1983;Le Dernier Combat;Drama;Jolivet, Pierre;;Besson, Luc;72;No;NicholasCage.png;90
1298;1989;Too Beautiful for You;Drama;Depardieu, G�rard;;Blier, Bertrand;35;No;NicholasCage.png;91
1299;1991;Fire, Ice & Dynamite;Action;Moore, Roger;;Bogner, Willy;72;No;NicholasCage.png;105
1300;1963;Heavens Above;Comedy;Sellers, Peter;;Boulting, John;38;No;NicholasCage.png;113
1301;1961;One Eyed Jacks;Western;Malden, Karl;;Brando, Marlon;26;No;brando.png;141
1302;1937;Swing It, Sailor!;Comedy;Ford, Wallace;;Cannon, Raymond;83;No;NicholasCage.png;61
1303;1987;Wolf at the Door, The;Drama;Sutherland, Donald;;Carlsen, Henning;68;No;NicholasCage.png;94
1304;1936;Modern Times;Comedy;Chaplin, Charles;;Chaplin, Charles;4;No;NicholasCage.png;87
1305;1991;Thunderbolt & Lightfoot;Action;Eastwood, Clint;;Cimino, Michael;16;No;clintEastwood.png;114
1306;1931;A Nous la Liberte;Drama;Marchand, Henri;;Clair, Rene;60;No;NicholasCage.png;87
1307;1979;Scum;Action;Winstone, Ray;;Clarke, Alan;68;No;NicholasCage.png;95
1308;1984;Inside Man, The;Action;Hopper, Dennis;;Clegg, Tom;45;No;NicholasCage.png;90
1309;1979;Apocalypse Now;Drama;Brando, Marlon;;Coppola, Francis Ford;8;No;brando.png;153
1310;1990;Bellboy & the Playgirls, The;Drama;Wilkinson, June;;Coppola, Francis Ford;7;No;NicholasCage.png;94
1311;1963;Terror, The;Horror;Karloff, Boris;;Corman, Roger;88;No;NicholasCage.png;81
1312;1963;Raven, The;Horror;Price, Vincent;;Corman, Roger;85;No;NicholasCage.png;86
1313;1975;They Came from Within;Horror;Hampton, Paul;;Cronenberg, David;21;No;NicholasCage.png;87
1314;1986;Boy in Blue, The;Drama;Cage, Nicolas;;Dale, Cynthia;63;No;NicholasCage.png;97
1315;1991;Killer Tomatoes Strike Back;Comedy;Astin, John;;De Bello, John;24;No;NicholasCage.png;87
1316;1979;Attack of the Killer Tomatoes;Comedy;Wilson, George;;De Bello, John;47;No;NicholasCage.png;87
1317;1987;Untouchables, The;Drama;Connery, Sean;;De Palma, Brian;7;Yes;seanConnery.png;119
1318;1986;Wise Guys;Comedy;Piscopo, Joe;;De Palma, Brian;16;No;NicholasCage.png;91
1319;1989;American Autobahn;Drama;Jalenak, Jan;;Degas, Andre;75;No;NicholasCage.png;90
1320;1990;Final Alliance, The;Action;Hasselhoff, David;;Di Leo, Mario;10;No;NicholasCage.png;94
1321;1984;Bounty, The;Drama;Gibson, Mel;;Donaldson, Roger;25;No;NicholasCage.png;130
1322;1974;Little Prince, The;Music;Kiley, Richard;;Donen, Stanley;31;No;NicholasCage.png;89
1323;1975;Posse;Western;Douglas, Kirk;;Douglas, Kirk;76;No;NicholasCage.png;94
1324;1982;Firefox;Action;Eastwood, Clint;;Eastwood, Clint;64;No;clintEastwood.png;136
1325;1987;Penitentiary III;Action;Kennedy, Leon Isaac;;Fanaka, Jamaa;82;No;NicholasCage.png;91
1326;1993;Ginger & Fred;Comedy;Mastroianni, Marcello;;Fellini, Federico;29;No;NicholasCage.png;
1327;1966;Wrong Box, The;Comedy;Mills, John;;Forbes, Bryan;40;No;NicholasCage.png;107
1328;1990;Wagonmaster;Western;Johnson, Ben;;Ford, John;1;No;johnFord.png;86
1329;1945;They Were Expendable;War;Montgomery, Robert;;Ford, John;88;No;johnFord.png;135
1330;1991;Last Hurrah, The;Drama;Tracy, Spencer;;Ford, John;46;No;spencerTracy.png;125
1331;1949;Law of the Golden West;Western;Hale, Monte;;Ford, Philip;1;No;NicholasCage.png;59
1332;1949;Pioneer Marshal;Western;Hale, Monte;;Ford, Philip;8;No;NicholasCage.png;60
1333;1949;Ranger of the Cherokee Strip;Western;Hale, Monte;;Ford, Philip;31;No;NicholasCage.png;60
1334;1950;Vanishing Westerner;Western;Hale, Monte;;Ford, Philip;6;No;NicholasCage.png;60
1335;1948;Bandits of Dark Canyon;Western;Lane, Allan;;Ford, Philip;72;No;NicholasCage.png;59
1336;1948;Bold Frontiersman, The;Western;Lane, Allan;;Ford, Philip;18;No;NicholasCage.png;60
1337;1948;Wild Frontier, The;Western;Lane, Allan;;Ford, Philip;61;No;NicholasCage.png;59
1338;1968;Firemen's Ball, The;Comedy;Vostrcil, Jan;;Forman, Milos;8;No;NicholasCage.png;73
1339;1983;Local Hero;Comedy;Riegert, Peter;;Forsyth, Bill;54;No;NicholasCage.png;112
1340;1971;French Connection, The;Drama;Hackman, Gene;;Friedkin, William;88;Yes;NicholasCage.png;104
1341;1985;To Live & Die in L. A.;Action;Stockwell, Dean;;Friedkin, William;70;No;NicholasCage.png;114
1342;1961;Ferry to Hong Kong;Drama;Welles, Orson;;Gilbert, Lewis;77;No;NicholasCage.png;113
1343;1983;Eddie Murphy, Delirious;Comedy;Murphy, Eddie;;Gower, Bruce;6;No;NicholasCage.png;69
1344;1984;Secret Policeman's Private Parts, The;Comedy;Cleese, John;;Graef, Roger;36;No;NicholasCage.png;77
1345;1958;Up the Creek;Comedy;Sellers, Peter;;Guest, Val;54;No;NicholasCage.png;83
1346;1982;Yol;Drama;Akan, Tarik;;Guney, Yilmaz;53;No;NicholasCage.png;111
1347;1989;Sara Dane;Drama;Hopkins, Harold;;Hardy, Rod;75;No;NicholasCage.png;150
1348;1988;Night Tide;Drama;Muir, Gavin;;Harrington, Curtis;50;No;NicholasCage.png;84
1349;1953;His Majesty O'Keefe;Action;Lancaster, Burt;;Haskin, Byron;3;No;burtLancaster.png;92
1350;1960;North to Alaska;Western;Wayne, John;;Hathaway, Henry;31;No;johnWayne.png;122
1351;1966;Flight to Fury;Action;Nicholson, Jack;;Hellman, Monte;70;No;NicholasCage.png;76
1352;1966;Ride in the Whirlwind;Western;Nicholson, Jack;;Hellman, Monte;26;No;NicholasCage.png;82
1353;1970;Powderkeg;Western;Taylor, Rod;;Heyes, Douglas;26;No;NicholasCage.png;93
1354;1953;I Confess;Drama;Clift, Montgomery;;Hitchcock, Alfred;63;No;alfredHitchcock.png;95
1355;1935;Thirty-Nine Steps, The;Science Fiction;Donat, Robert;;Hitchcock, Alfred;8;No;alfredHitchcock.png;88
1356;1969;Topaz;Mystery;Forsythe, John;;Hitchcock, Alfred;12;No;alfredHitchcock.png;126
1357;1930;Murder;Mystery;Marshall, Herbert;;Hitchcock, Alfred;50;No;alfredHitchcock.png;95
1358;1954;Dial M for Murder;Mystery;Milland, Ray;;Hitchcock, Alfred;52;No;alfredHitchcock.png;123
1359;1937;Young & Innocent;Mystery;Pilbeam, Nova;;Hitchcock, Alfred;43;No;alfredHitchcock.png;80
1360;1976;Creature from Black Lake;Horror;Elam, Jack;;Houck, Joy, Jr.;88;No;NicholasCage.png;95
1361;1981;Chariots of Fire;Drama;Cross, Ben;;Hudson, Hugh;6;Yes;NicholasCage.png;124
1362;1982;Monty Python Live at the Hollywood Bowl;Comedy;Chapman, Graham;;Hughes, Terry;81;No;NicholasCage.png;81
1363;1975;Man Who Would Be King, The;Drama;Connery, Sean;;Huston, John;6;No;seanConnery.png;129
1364;1981;Victory;Drama;Stallone, Sylvester;;Huston, John;39;No;NicholasCage.png;117
1365;1970;Kelly's Heroes;War;Eastwood, Clint;;Hutton, Brian G.;84;No;clintEastwood.png;146
1366;1989;Next of Kin;Mystery;Swayze, Patrick;;Irvin, John;63;No;NicholasCage.png;109
1367;1990;Chattahoochee;Drama;Oldman, Gary;;Jackson, Mick;30;No;NicholasCage.png;96
1368;1985;Angelic Conversation, The;Comedy;Reynolds, Paul;;Jarman, Derek;41;No;NicholasCage.png;82
1369;1986;Down by Law;Comedy;Waits, Tom;;Jarmusch, Jim;49;No;NicholasCage.png;107
1370;1984;Killing Fields, The;Drama;Waterston, Sam;;Joffe, Roland;6;Yes;NicholasCage.png;141
1371;1992;Survival Zone;Action;Ford, Terence;;Jones, Chris;25;No;NicholasCage.png;85
1372;1979;Monty Python's Life of Brian;Comedy;Chapman, Graham;;Jones, Terry;11;No;NicholasCage.png;94
1373;1983;Monty Python's the Meaning of Life;Comedy;Cleese, John;;Jones, Terry;33;No;NicholasCage.png;107
1374;1971;Red Tent, The;Action;Finch, Peter;;Kalatozov, Mikhail;7;No;NicholasCage.png;121
1375;1945;Dakota;Western;Wayne, John;;Kane, Joseph;27;No;johnWayne.png;82
1376;1952;Viva Zapata!;Drama;Brando, Marlon;;Kazan, Elia;86;Yes;brando.png;112
1377;1968;Green Berets, The;War;Wayne, John;;Kellogg, Ray;36;No;johnWayne.png;133
1378;1990;Big Bad John;Action;English, Doug;;Kennedy, Burt;84;No;NicholasCage.png;90
